Local Employees,Total Employees,Local Sales,Total Sales,International,Ad Spending,New Location,Ownership Type,Industry Type,Industry Category,Age,Buyer
30,30,54,54,0,D,S,,17,G,3,0
30,30,54,54,0,B,S,Private,54,F,10,0
30,30,54,54,0,C,S,,59,F,12,0
30,30,54,54,0,D,S,,17,G,2,0
30,30,54,54,0,D,S,,17,G,4,1
30,30,54,54,0,B,S,Private,38,H,12,1
30,30,54,54,0,D,M,,81,C,4,1
30,30,54,54,0,D,S,Private,81,C,6,1
30,30,54,54,0,D,S,Private,27,H,6,1
30,30,54,54,0,D,S,,81,C,1,1
30,30,54,54,0,D,S,,73,C,6,1
30,30,56,56,0,D,S,Private,50,B,8,1
30,30,61,61,0,D,S,Private,86,C,7,1
30,30,61,61,0,D,M,,86,C,4,1
30,30,61,61,0,D,S,,86,C,12,1
30,30,65,65,0,E,M,,50,B,2,1
30,30,67,67,0,D,S,,73,C,5,1
30,30,67,67,0,D,S,,73,C,4,1
30,30,67,67,0,A,S,,87,C,2,1
30,30,69,69,0,D,S,,73,C,2,1
30,30,69,69,0,D,M,,73,C,2,1
30,30,72,72,0,D,S,Private,64,A,10,0
30,30,72,72,0,D,S,Private,64,A,10,1
30,30,72,72,0,E,S,Private,67,A,7,1
30,30,74,74,0,D,S,Private,39,H,6,1
30,30,74,74,0,D,S,Private,78,C,12,1
30,30,74,74,0,D,S,Private,78,C,1,1
30,30,76,76,0,D,S,,87,C,2,1
30,30,76,76,0,D,M,,87,C,3,1
30,30,85,85,0,D,M,,57,F,2,1
30,30,85,85,0,B,S,,57,F,3,1
30,30,95,95,0,D,S,,61,A,2,1
33,33,0,0,0,D,S,,91,C,5,0
33,33,0,0,0,D,S,,91,C,5,0
33,33,0,0,0,D,S,,93,C,5,0
4,33,0,0,0,E,S,Public,28,H,2,1
33,33,0,0,0,D,M,,99,C,3,1
33,33,0,0,0,D,M,,96,C,6,1
33,33,7,7,0,C,S,Private,83,C,12,0
33,33,9,9,0,C,S,Private,72,C,10,0
33,33,9,9,0,D,S,Private,84,C,6,1
33,33,11,11,0,C,S,Private,7,I,10,0
33,33,11,11,0,C,M,,58,F,12,0
33,33,11,11,0,C,S,Private,58,F,8,0
33,33,11,11,0,D,M,Private,54,F,3,0
33,33,13,13,0,A,S,Private,79,C,6,0
33,33,15,15,0,B,S,Private,27,H,7,1
33,33,17,17,0,D,M,Private,73,C,12,1
33,33,17,17,0,C,S,,86,C,12,1
33,33,17,17,0,D,S,Private,65,A,12,1
33,33,17,17,0,C,S,Private,59,F,7,0
33,33,17,17,0,B,S,Private,87,C,12,0
33,33,17,17,0,B,N,,75,C,4,0
33,33,17,17,0,A,S,Private,56,F,10,0
33,33,17,17,0,D,S,Private,86,C,6,0
33,33,17,17,0,B,S,,75,C,2,0
33,33,17,17,0,A,S,,58,F,5,0
33,33,17,17,0,A,S,,58,F,5,0
33,33,17,17,0,C,S,,58,F,3,0
33,33,17,17,0,A,S,Private,87,C,2,1
33,33,17,17,0,D,S,,79,C,6,1
33,33,17,17,0,D,S,,76,C,3,1
33,33,17,17,0,D,S,Private,89,C,6,1
33,33,17,17,0,D,N,,75,C,1,1
33,33,17,17,0,D,S,Private,87,C,2,1
33,33,17,17,0,D,M,Private,56,F,6,1
33,33,17,17,0,D,S,Private,87,C,10,1
33,33,17,17,0,A,M,Private,86,C,12,1
33,33,20,20,0,A,S,,27,H,8,1
33,33,20,20,0,D,S,Private,27,H,1,1
33,33,20,20,0,E,S,Private,37,H,9,1
33,33,20,20,0,E,S,Private,27,H,9,1
33,33,22,22,0,D,S,Private,27,H,6,1
33,33,22,22,0,B,S,Private,27,H,6,1
33,33,22,22,0,D,S,,27,H,1,1
33,33,22,22,0,B,S,,27,H,1,1
33,33,22,22,0,D,S,Private,27,H,4,1
33,33,22,22,0,C,S,,80,C,10,0
33,33,22,22,0,A,S,,30,H,6,1
33,33,22,22,0,D,S,,82,C,2,1
33,33,22,22,0,D,M,Private,36,H,8,1
33,33,22,22,0,A,S,,27,H,4,1
33,33,22,22,0,D,S,,36,H,3,1
33,33,22,22,0,E,S,Private,35,H,9,1
33,33,24,24,0,A,S,Private,26,H,12,0
33,33,24,24,0,B,S,,44,E,5,0
33,33,24,24,0,D,S,,83,C,5,0
33,33,24,24,0,D,S,,79,C,4,0
33,33,24,24,0,D,S,,44,E,4,0
33,33,24,24,0,D,M,,83,C,3,1
33,33,24,24,0,D,M,,27,H,2,1
33,33,24,24,0,D,N,,73,C,1,1
33,33,24,24,0,D,S,Private,83,C,6,1
33,33,24,24,0,D,M,,27,H,2,1
33,33,24,24,0,E,S,Private,38,H,3,1
33,33,26,26,0,D,S,,34,H,2,1
33,33,26,26,0,D,S,Private,42,E,12,0
33,33,26,26,0,E,S,Private,34,H,4,0
33,33,26,26,0,E,M,,35,H,2,1
33,33,26,26,0,D,S,Private,27,H,9,1
33,33,26,26,0,D,M,Private,27,H,12,1
33,33,26,26,0,D,S,Private,27,H,2,1
33,33,28,28,0,D,S,Private,87,C,6,1
33,33,28,28,0,D,S,,87,C,6,1
33,33,28,28,0,D,S,,38,H,12,0
33,33,28,28,0,C,S,Private,65,A,12,0
33,33,28,28,0,A,S,,87,C,6,0
33,33,28,28,0,D,M,,87,C,4,1
33,33,28,28,0,E,S,Private,35,H,9,1
33,33,28,28,0,A,M,Private,87,C,1,1
33,33,28,28,0,B,M,,87,C,2,1
33,33,28,28,0,D,S,Public,48,E,6,1
33,33,30,30,0,D,S,Private,20,H,3,1
33,33,30,30,0,D,S,,35,H,4,1
33,33,30,30,0,D,S,Private,42,E,9,0
33,33,30,30,0,D,M,Private,42,E,10,1
33,33,30,30,0,B,S,,73,C,2,1
33,33,30,30,0,D,S,Private,48,E,6,1
33,33,33,33,0,D,S,Private,82,C,6,1
33,33,33,33,0,C,S,Private,16,G,6,0
33,33,33,33,0,A,S,Private,82,C,12,0
33,33,33,33,0,B,S,,87,C,2,0
33,33,33,33,0,D,S,,82,C,2,1
33,33,33,33,0,D,S,,82,C,3,1
33,33,33,33,0,D,M,,87,C,2,1
33,33,33,33,0,D,S,,87,C,2,1
33,33,33,33,0,A,S,,87,C,10,1
33,33,33,33,0,D,S,,87,C,2,1
33,33,33,33,0,E,N,,82,C,1,1
33,33,33,33,0,D,S,,82,C,12,1
33,33,33,33,0,D,S,,27,H,5,1
33,33,33,33,0,D,S,Private,82,C,12,1
33,33,33,33,0,A,S,,82,C,12,1
33,33,33,33,0,D,S,Private,82,C,6,1
33,33,33,33,0,D,S,,87,C,1,1
33,33,33,33,0,E,S,,82,C,7,1
33,33,33,33,0,D,S,Private,82,C,5,1
33,33,35,35,0,D,S,Private,73,C,9,1
33,33,35,35,0,D,M,,73,C,6,1
33,33,35,35,0,D,S,Private,73,C,6,1
33,33,35,35,0,D,S,,73,C,2,1
33,33,35,35,0,E,S,Private,83,C,2,1
33,33,35,35,0,D,S,Private,73,C,3,1
33,33,35,35,0,D,S,Private,73,C,8,1
33,33,35,35,0,D,S,Private,73,C,2,1
33,33,35,35,0,D,S,Private,73,C,6,1
33,33,35,35,0,A,S,Private,73,C,10,1
33,33,35,35,0,D,S,,73,C,2,1
33,33,35,35,0,D,S,,73,C,2,1
33,33,35,35,0,D,S,Private,73,C,6,1
33,33,35,35,0,B,S,Private,73,C,7,1
33,33,35,35,0,D,S,,73,C,10,1
33,33,35,35,0,A,S,Private,73,C,6,1
33,33,35,35,0,D,N,,73,C,1,1
33,33,35,35,0,D,S,,83,C,1,1
33,33,37,37,0,D,S,Private,87,C,12,1
33,33,37,37,0,D,S,,87,C,2,1
33,33,37,37,0,D,M,Private,87,C,3,1
33,33,37,37,0,B,S,,87,C,5,1
33,33,37,37,0,D,S,Private,87,C,8,1
33,33,37,37,0,D,S,Private,87,C,5,1
33,33,37,37,0,D,S,,87,C,5,1
33,33,39,39,0,D,S,,73,C,2,1
33,33,39,39,0,C,S,,80,C,2,0
33,33,39,39,0,C,S,,80,C,10,0
33,33,39,39,0,C,S,,80,C,8,0
33,33,39,39,0,C,M,,80,C,6,0
33,33,39,39,0,A,S,,73,C,1,1
33,33,39,39,0,D,M,Private,50,B,7,1
33,33,39,39,0,C,S,,80,C,10,1
33,33,39,39,0,D,M,,73,C,5,1
33,33,39,39,0,D,S,Private,13,D,6,1
33,33,39,39,0,A,S,,73,C,1,1
33,33,39,39,0,D,S,Private,73,C,3,1
33,33,43,43,0,D,S,,73,C,3,1
33,33,43,43,0,B,S,,65,A,4,0
33,33,43,43,0,D,S,,65,A,5,1
33,33,43,43,0,C,M,,65,A,2,1
33,33,46,46,0,D,S,Private,50,B,12,1
33,33,46,46,0,D,M,Private,27,H,3,1
33,33,46,46,0,A,S,,50,B,1,1
33,33,46,46,0,D,M,Private,54,F,6,0
33,33,46,46,0,B,S,Public,50,B,1,1
33,33,46,46,0,D,S,Private,51,B,12,1
33,33,46,46,0,C,S,,50,B,7,1
33,33,46,46,0,A,M,Private,32,H,12,1
33,33,46,46,0,B,S,Private,50,B,7,1
33,33,48,48,0,D,S,,50,B,3,0
33,33,50,50,0,D,S,Private,50,B,2,1
33,33,50,50,0,D,M,,13,D,2,1
33,33,50,50,0,A,S,,50,B,2,1
33,33,50,50,0,D,S,,50,B,3,1
33,33,50,50,0,D,S,Private,35,H,12,1
33,33,50,50,0,D,S,Private,59,F,2,1
33,33,52,52,0,D,S,,39,H,6,0
33,33,52,52,0,D,S,,62,A,6,1
33,33,52,52,0,D,S,,52,F,1,1
33,33,54,54,0,D,S,Private,51,B,12,0
33,33,56,56,0,D,N,,73,C,1,1
33,33,56,56,0,C,S,,50,B,5,1
33,33,56,56,0,A,M,Private,73,C,12,1
33,33,56,56,0,D,S,,73,C,2,1
33,33,56,56,0,A,S,Private,27,H,5,1
33,33,56,56,0,D,S,Private,50,B,12,0
33,33,56,56,0,C,S,,50,B,5,0
33,33,56,56,0,D,S,,50,B,3,0
33,33,56,56,0,D,S,,73,C,4,1
33,33,56,56,0,D,S,,52,F,2,1
33,33,56,56,0,A,S,,81,C,5,1
33,33,56,56,0,D,M,,73,C,2,1
33,33,56,56,0,D,S,,73,C,2,1
33,33,56,56,0,D,S,,81,C,6,1
33,33,56,56,0,D,S,,81,C,1,1
33,33,56,56,0,D,M,Private,73,C,6,1
33,33,56,56,0,D,S,,50,B,4,1
33,33,56,56,0,B,S,,81,C,10,1
33,33,56,56,0,D,S,Private,50,B,12,1
33,33,56,56,0,D,S,,73,C,4,1
33,33,56,56,0,C,S,,50,B,4,1
33,33,56,56,0,C,S,,81,C,3,1
33,33,56,56,0,D,S,,81,C,4,1
33,33,56,56,0,D,S,Private,50,B,8,1
33,33,56,56,0,D,S,Private,73,C,3,1
33,33,56,56,0,D,S,Private,81,C,6,1
33,33,56,56,0,A,S,Private,73,C,10,1
33,33,56,56,0,A,S,,81,C,6,1
33,33,56,56,0,D,S,Private,73,C,6,1
33,33,56,56,0,D,M,,47,E,1,1
33,33,59,59,0,D,S,Private,79,C,4,1
33,33,59,59,0,D,M,Private,73,C,1,1
33,33,59,59,0,B,S,Private,55,F,7,0
33,33,59,59,0,D,S,,73,C,2,0
33,33,59,59,0,E,S,Private,59,F,2,1
33,33,59,59,0,D,S,,79,C,3,1
33,33,59,59,0,E,S,,17,G,1,1
33,33,59,59,0,D,S,Private,50,B,8,1
33,33,59,59,0,D,M,,36,H,5,1
33,33,59,59,0,D,S,,73,C,5,1
33,33,63,63,0,D,S,Private,37,H,5,1
33,33,65,65,0,B,S,,60,A,2,1
33,33,65,65,0,D,S,Private,86,C,2,1
33,33,65,65,0,E,M,Private,86,C,9,1
33,33,65,65,0,C,S,Private,57,F,12,1
33,33,65,65,0,D,S,Private,60,A,12,1
33,33,65,65,0,D,S,,86,C,2,1
33,33,69,69,0,D,S,,50,B,1,1
33,33,69,69,0,A,M,,65,A,4,0
33,33,72,72,0,D,M,,87,C,2,1
33,33,72,72,0,D,M,Private,87,C,4,1
33,33,72,72,0,D,S,Private,87,C,7,1
33,33,72,72,0,D,S,,87,C,4,1
33,33,72,72,0,E,S,,25,H,2,1
33,33,74,74,0,D,S,Private,73,C,12,1
33,33,76,76,0,C,M,Private,64,A,12,0
33,33,76,76,0,E,S,,64,A,1,1
33,33,76,76,0,D,M,Private,64,A,12,1
33,33,76,76,0,D,S,Private,64,A,3,1
33,33,78,78,0,D,S,,78,C,2,1
33,33,78,78,0,B,S,Private,78,C,12,1
33,33,78,78,0,D,S,,78,C,6,1
33,33,82,82,0,D,S,,87,C,2,1
33,33,82,82,0,D,S,,87,C,2,1
33,33,82,82,0,D,S,Private,87,C,3,1
33,33,82,82,0,D,S,Private,87,C,2,1
33,33,82,82,0,D,S,Private,87,C,7,1
33,33,87,87,0,D,S,,15,G,6,0
33,33,87,87,0,C,M,,15,G,6,0
33,33,91,91,0,D,M,Private,57,F,6,1
33,33,91,91,0,D,S,Private,57,F,6,1
33,33,91,91,0,D,S,,57,F,6,1
33,33,91,91,0,D,S,,57,F,2,1
33,33,91,91,0,D,S,,57,F,1,1
33,33,91,91,0,D,S,Private,57,F,6,1
33,33,91,91,0,D,S,,57,F,3,1
33,33,91,91,0,D,M,Private,57,F,3,1
33,33,91,91,0,D,N,,57,F,1,1
33,33,91,91,0,D,S,Private,57,F,3,1
33,33,102,102,0,B,S,,61,A,3,0
33,33,111,111,0,D,S,Private,34,H,3,1
33,33,111,111,0,D,S,,15,G,6,1
35,35,0,0,0,D,S,,95,C,4,0
35,35,0,0,0,D,S,,99,C,2,1
35,35,7,7,0,D,S,Private,86,C,6,1
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,2,0
35,35,9,9,0,D,S,Private,78,C,2,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,M,Public,78,C,2,0
35,35,9,9,0,B,S,,78,C,2,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,12,0
35,35,9,9,0,D,S,Private,78,C,8,0
35,35,9,9,0,D,S,Private,78,C,9,0
35,35,9,9,0,D,S,,78,C,3,0
35,35,9,9,0,B,S,,78,C,2,0
35,35,9,9,0,D,S,,78,C,4,1
35,35,9,9,0,D,S,,78,C,1,1
35,35,17,17,0,B,S,Private,86,C,12,0
35,35,17,17,0,A,S,,58,F,3,0
35,35,17,17,0,B,M,,58,F,4,0
35,35,17,17,0,D,S,,58,F,6,0
35,35,17,17,0,D,S,,58,F,5,0
35,35,17,17,0,A,S,,58,F,3,0
35,35,17,17,0,A,S,,58,F,3,0
35,35,17,17,0,C,S,,58,F,3,0
35,35,17,17,0,D,S,Private,87,C,12,1
35,35,17,17,0,D,S,,86,C,12,1
35,35,17,17,0,A,S,Private,87,C,2,1
35,35,22,22,0,E,S,Private,27,H,9,1
35,35,24,24,0,B,S,,79,C,2,0
35,35,24,24,0,D,S,,79,C,2,0
35,35,24,24,0,B,S,Private,27,H,2,1
35,35,24,24,0,A,M,,27,H,3,1
35,35,24,24,0,C,S,Private,27,H,6,1
35,35,24,24,0,C,S,Private,27,H,12,1
35,35,26,26,0,C,S,,42,E,2,1
35,35,26,26,0,D,S,,83,C,6,1
35,35,26,26,0,E,M,Private,27,H,1,1
35,35,28,28,0,D,S,,42,E,2,1
35,35,28,28,0,D,S,Private,27,H,2,1
35,35,35,35,0,D,S,,87,C,6,1
35,35,35,35,0,A,S,,87,C,3,1
35,35,35,35,0,D,M,Private,82,C,12,1
35,35,35,35,0,D,S,Private,87,C,3,1
35,35,35,35,0,D,S,Private,82,C,12,1
35,35,35,35,0,D,S,,28,H,2,1
35,35,37,37,0,D,M,Private,27,H,6,1
35,35,37,37,0,D,S,,73,C,2,1
35,35,37,37,0,B,M,,73,C,4,1
35,35,37,37,0,D,S,Private,73,C,8,1
35,35,37,37,0,D,S,,73,C,9,1
35,35,37,37,0,D,S,Private,73,C,5,1
35,35,39,39,0,D,S,Private,87,C,8,1
35,35,39,39,0,A,S,Private,87,C,6,1
35,35,41,41,0,C,M,,80,C,6,0
35,35,41,41,0,B,M,,80,C,5,0
35,35,41,41,0,D,N,,73,C,1,1
35,35,41,41,0,C,S,,73,C,2,1
35,35,41,41,0,B,M,,73,C,1,1
35,35,43,43,0,B,S,,52,F,2,0
35,35,46,46,0,D,S,,73,C,4,1
35,35,46,46,0,B,S,,47,E,12,1
35,35,50,50,0,B,S,,51,B,3,0
35,35,52,52,0,D,S,,59,F,2,1
30,35,52,52,0,E,M,Private,50,B,1,1
35,35,52,52,0,A,S,Private,82,C,4,1
35,35,52,52,0,D,S,Private,36,H,4,1
35,35,56,56,0,D,S,Private,51,B,6,0
35,35,56,56,0,A,S,,62,A,4,1
35,35,59,59,0,D,S,,50,B,5,1
35,35,61,61,0,D,S,Private,50,B,6,0
35,35,61,61,0,B,S,Private,81,C,12,0
35,35,61,61,0,D,S,,73,C,4,1
35,35,61,61,0,D,S,Private,73,C,4,1
35,35,63,63,0,D,M,,55,F,11,0
35,35,63,63,0,D,S,,73,C,4,1
35,35,63,63,0,D,M,,55,F,2,1
35,35,63,63,0,D,S,,17,G,2,1
35,35,69,69,0,E,S,,86,C,9,1
35,35,76,76,0,D,S,Private,50,B,9,1
35,35,76,76,0,D,S,,73,C,4,1
35,35,78,78,0,D,S,,87,C,4,1
35,35,78,78,0,E,S,,73,C,5,1
35,35,80,80,0,E,S,,67,A,1,1
35,35,80,80,0,D,M,Private,64,A,4,1
35,35,82,82,0,D,M,,78,C,3,1
35,35,93,93,0,B,S,Private,15,G,5,0
35,35,98,98,0,D,S,Private,57,F,6,1
35,35,98,98,0,D,M,,57,F,2,1
35,35,98,98,0,D,S,,57,F,2,1
35,35,98,98,0,D,S,,57,F,3,1
35,35,98,98,0,D,S,,57,F,6,1
35,35,100,100,0,D,S,,60,A,2,1
35,35,100,100,0,D,S,,60,A,3,0
35,35,100,100,0,D,S,,60,A,2,0
35,35,100,100,0,C,S,,60,A,9,0
35,35,100,100,0,C,S,,60,A,2,0
35,35,100,100,0,C,S,Private,60,A,2,0
35,35,100,100,0,C,S,,60,A,2,0
35,35,100,100,0,C,S,,60,A,2,0
35,35,100,100,0,C,S,,60,A,2,0
35,35,100,100,0,D,S,,60,A,2,1
37,37,13,13,0,D,S,Private,72,C,12,0
37,37,13,13,0,B,S,Public,41,E,12,0
37,37,15,15,0,A,S,Private,70,C,6,0
37,37,20,20,0,D,S,,58,F,3,0
37,37,20,20,0,C,S,,58,F,3,0
37,37,20,20,0,D,S,,58,F,3,0
37,37,20,20,0,A,S,,58,F,3,0
37,37,20,20,0,D,S,,58,F,2,0
37,37,20,20,0,C,S,,58,F,4,0
37,37,20,20,0,A,S,Private,58,F,6,0
37,37,20,20,0,C,M,,58,F,6,0
37,37,20,20,0,D,S,,58,F,6,0
37,37,20,20,0,C,M,,58,F,6,0
37,37,20,20,0,D,S,,58,F,5,0
37,37,20,20,0,A,M,,58,F,5,0
37,37,20,20,0,A,M,,58,F,5,0
37,37,20,20,0,D,S,,58,F,5,0
37,37,20,20,0,D,S,,58,F,5,0
37,37,20,20,0,D,S,,58,F,4,0
37,37,20,20,0,D,M,,86,C,4,0
37,37,20,20,0,D,S,Private,58,F,8,0
37,37,20,20,0,A,M,Private,58,F,7,0
37,37,20,20,0,C,S,Private,58,F,10,0
37,37,20,20,0,A,S,,58,F,3,0
37,37,20,20,0,D,S,,58,F,3,0
37,37,20,20,0,D,S,,58,F,3,0
37,37,20,20,0,D,S,,58,F,2,0
37,37,20,20,0,A,S,,58,F,3,0
37,37,20,20,0,C,S,,58,F,3,0
37,37,20,20,0,A,S,,58,F,3,0
37,37,20,20,0,C,S,,58,F,2,0
37,37,20,20,0,D,S,,58,F,1,1
37,37,20,20,0,D,S,Private,82,C,2,1
37,37,20,20,0,D,S,Private,59,F,6,1
37,37,20,20,0,D,M,Private,72,C,6,1
37,37,22,22,0,E,S,,27,H,2,0
37,37,22,22,0,E,S,Private,27,H,9,1
37,37,22,22,0,D,M,,48,E,9,1
7,37,4,24,0,E,S,Public,87,C,9,0
13,37,17,24,0,C,M,Private,47,E,10,0
17,37,13,24,0,B,S,Private,27,H,7,0
37,37,24,24,0,E,M,,36,H,1,1
37,37,26,26,0,E,S,Private,36,H,1,1
37,37,26,26,0,B,M,Private,35,H,6,1
37,37,26,26,0,A,S,Private,35,H,2,1
37,37,26,26,0,D,M,,35,H,2,1
37,37,28,28,0,B,S,Private,24,H,8,0
37,37,30,30,0,B,S,,35,H,6,0
37,37,33,33,0,D,S,,34,H,5,1
37,37,33,33,0,D,S,#N/A,87,C,2,1
37,37,37,37,0,D,S,,82,C,3,1
37,37,37,37,0,D,S,Private,82,C,8,1
37,37,37,37,0,A,S,,87,C,4,1
37,37,37,37,0,D,S,Private,87,C,2,1
37,37,37,37,0,D,S,,87,C,8,0
37,37,37,37,0,D,S,,82,C,3,0
37,37,37,37,0,D,S,,87,C,6,1
37,37,37,37,0,A,S,Private,87,C,12,1
37,37,37,37,0,B,S,Private,82,C,12,1
37,37,39,39,0,D,S,Private,83,C,4,1
37,37,41,41,0,A,S,Private,87,C,9,1
37,37,41,41,0,D,S,,73,C,5,1
37,37,41,41,0,D,S,Private,87,C,7,1
37,37,41,41,0,D,M,Private,73,C,3,1
37,37,41,41,0,C,S,,73,C,3,1
37,37,43,43,0,D,S,,73,C,2,1
37,37,43,43,0,D,S,,80,C,6,0
37,37,43,43,0,E,S,,80,C,2,1
37,37,48,48,0,D,S,,52,F,5,0
37,37,48,48,0,D,S,,16,G,4,0
37,37,48,48,0,D,S,,52,F,4,0
37,37,48,48,0,D,S,,73,C,2,0
37,37,48,48,0,D,S,,73,C,3,0
37,37,48,48,0,D,S,,16,G,2,0
37,37,48,48,0,D,S,,52,F,3,0
37,37,48,48,0,D,S,,73,C,2,0
37,37,48,48,0,D,S,,52,F,2,0
37,37,48,48,0,D,S,Private,73,C,8,1
37,37,48,48,0,C,S,Private,23,H,2,1
37,37,50,50,0,C,S,Private,65,A,6,1
37,37,50,50,0,D,S,,65,A,5,1
37,37,50,50,0,D,S,Private,65,A,7,1
37,37,52,52,0,D,S,,50,B,4,0
37,37,52,52,0,A,S,,50,B,3,0
37,37,52,52,0,D,S,Private,73,C,6,1
37,37,52,52,0,A,S,,73,C,5,1
37,37,56,56,0,C,S,Private,50,B,6,1
37,37,56,56,0,D,S,,57,F,4,1
37,37,56,56,0,D,S,,82,C,3,1
37,37,61,61,0,D,S,Private,62,A,9,1
37,37,63,63,0,C,S,Private,36,H,12,1
37,37,65,65,0,D,S,,73,C,3,1
37,37,65,65,0,A,S,Private,81,C,6,1
37,37,65,65,0,D,S,Private,59,F,10,1
37,37,65,65,0,D,S,,81,C,5,1
37,37,65,65,0,D,S,Private,73,C,12,1
37,37,65,65,0,C,S,Private,81,C,12,1
37,37,65,65,0,D,S,Private,73,C,6,1
37,37,65,65,0,D,S,,17,G,2,1
37,37,67,67,0,B,S,Private,59,F,10,1
37,37,69,69,0,A,S,Private,50,B,12,0
37,37,74,74,0,D,S,,60,A,4,1
37,37,74,74,0,C,S,Private,59,F,12,1
37,37,78,78,0,E,M,,65,A,2,1
37,37,80,80,0,E,S,,50,B,2,1
37,37,82,82,0,D,S,,73,C,4,1
37,37,82,82,0,D,S,,87,C,1,1
37,37,82,82,0,A,S,,87,C,3,1
37,37,82,82,0,D,S,Private,87,C,2,1
37,37,87,87,0,A,S,,64,A,3,1
37,37,89,89,0,A,S,Private,78,C,6,1
37,37,89,89,0,D,M,,78,C,6,1
37,37,89,89,0,B,M,Private,78,C,2,1
37,37,93,93,0,D,S,,87,C,2,1
37,37,104,104,0,D,S,,57,F,2,1
37,37,104,104,0,D,S,,57,F,3,1
37,37,104,104,0,B,S,,57,F,4,0
37,37,104,104,0,A,S,,57,F,2,1
37,37,106,106,0,B,S,Private,60,A,12,0
37,37,115,115,0,D,S,,61,A,5,1
37,37,117,117,0,D,S,,47,E,4,1
39,39,0,0,0,E,S,,99,C,2,1
39,39,11,11,0,C,S,,72,C,12,0
39,39,13,13,0,C,S,Private,58,F,6,0
20,39,54,13,0,D,S,Public,57,F,5,1
39,39,20,20,0,D,S,Private,27,H,6,1
39,39,20,20,0,C,S,Private,59,F,12,0
39,39,20,20,0,D,S,Private,86,C,6,0
39,39,20,20,0,D,S,,86,C,4,0
39,39,20,20,0,B,S,,80,C,5,0
39,39,20,20,0,B,S,Private,86,C,6,1
39,39,20,20,0,A,S,Private,87,C,6,1
39,39,20,20,0,D,M,,87,C,2,1
39,39,24,24,0,E,S,Private,27,H,9,1
39,39,24,24,0,D,S,Private,27,H,4,1
39,39,26,26,0,D,S,Private,22,H,6,0
39,39,26,26,0,D,M,,80,C,6,1
39,39,28,28,0,C,S,,27,H,1,1
39,39,30,30,0,B,S,Private,27,H,2,1
39,39,33,33,0,D,S,,45,E,2,0
39,39,33,33,0,D,S,,27,H,4,1
39,39,33,33,0,D,S,Private,27,H,2,1
39,39,35,35,0,E,S,Private,35,H,1,1
39,39,35,35,0,D,S,,73,C,2,1
39,39,37,37,0,D,S,,42,E,4,0
39,39,37,37,0,D,S,,42,E,4,0
39,39,37,37,0,D,S,,42,E,4,0
39,39,37,37,0,B,S,,42,E,7,0
39,39,37,37,0,D,S,,42,E,2,0
39,39,37,37,0,C,S,,42,E,3,0
39,39,37,37,0,D,S,,42,E,2,0
39,39,37,37,0,D,S,,42,E,3,0
39,39,37,37,0,A,S,Private,20,H,10,1
39,39,37,37,0,B,S,Private,42,E,4,1
39,39,39,39,0,D,S,Private,82,C,4,1
39,39,39,39,0,E,S,,39,H,3,1
39,39,39,39,0,E,S,,82,C,7,1
39,39,39,39,0,A,S,Private,87,C,6,1
39,39,39,39,0,D,S,Private,82,C,10,1
39,39,39,39,0,D,S,Private,87,C,12,1
39,39,41,41,0,D,S,,83,C,6,1
39,39,43,43,0,D,S,Private,73,C,10,1
39,39,43,43,0,D,M,Private,73,C,6,1
39,39,43,43,0,D,M,Private,87,C,6,1
39,39,43,43,0,D,S,,73,C,5,1
39,39,43,43,0,A,S,,73,C,1,1
39,39,43,43,0,D,S,,73,C,1,1
39,39,43,43,0,B,S,Private,73,C,12,1
39,39,43,43,0,B,S,Private,73,C,3,1
39,39,43,43,0,D,S,Private,87,C,9,1
39,39,46,46,0,D,S,,80,C,3,0
39,39,46,46,0,D,S,,80,C,3,0
39,39,48,48,0,D,S,Private,73,C,9,1
39,39,48,48,0,B,M,Private,73,C,1,1
39,39,50,50,0,A,S,,59,F,11,0
39,39,52,52,0,A,S,,65,A,9,0
39,39,52,52,0,D,S,Private,65,A,7,1
39,39,52,52,0,D,S,,65,A,2,1
39,39,54,54,0,D,M,Private,86,C,7,1
39,39,56,56,0,D,S,,50,B,3,0
39,39,56,56,0,B,N,,50,B,1,1
39,39,59,59,0,D,S,Private,62,A,3,1
39,39,61,61,0,D,S,,51,B,2,0
39,39,61,61,0,E,M,Private,50,B,2,1
39,39,67,67,0,B,S,Private,34,H,6,1
39,39,67,67,0,D,S,,50,B,5,1
39,39,67,67,0,C,S,Private,50,B,4,1
39,39,69,69,0,D,S,Private,73,C,10,1
39,39,69,69,0,C,S,Private,81,C,12,1
39,39,69,69,0,C,S,Private,81,C,5,1
39,39,69,69,0,D,S,Private,73,C,7,1
39,39,78,78,0,D,S,Private,86,C,4,1
39,39,82,82,0,D,S,,65,A,1,1
39,39,85,85,0,D,S,,50,B,2,0
39,39,85,85,0,D,S,,50,B,2,0
